"Website","Order ID","Order Date","Purchase Order Number","Currency","Unit Price","Unit Price Tax","Shipping Charge","Total Discounts","Total Owed","Shipment Item Subtotal","Shipment Item Subtotal Tax","ASIN","Product Condition","Quantity","Payment Instrument Type","Order Status","Shipment Status","Ship Date","Shipping Option","Shipping Address","Billing Address","Carrier Name & Tracking Number","Product Name","Gift Message","Gift Sender Name","Gift Recipient Contact Details","Item Serial Number"
"Amazon.com","DEMO-1001001-0000001","2025-12-20T14:30:00Z","Not Applicable","USD","29.99","2.67","0","0","32.66","29.99","2.67","B08N5WRWNW","New","1","Visa - 1234","Closed","Shipped","2025-12-21T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456789)","Anker Wireless Charger, PowerWave Pad Qi-Certified 10W Max for iPhone 15/14/13, AirPods","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001002-0000002","2025-12-19T10:15:00Z","Not Applicable","USD","15.99","1.42","0","0","17.41","15.99","1.42","B07XJ8C8F5","New","1","Visa - 1234","Closed","Shipped","2025-12-20T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456790)","Hydro Flask Water Bottle - Standard Mouth Lid - 24 oz, Pacific","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001003-0000003","2025-12-18T16:45:00Z","Not Applicable","USD","49.99","4.45","0","0","54.44","49.99","4.45","B09V3KXJPB","New","1","Visa - 1234","Closed","Shipped","2025-12-19T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456791)","Apple AirTag 4 Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001004-0000004","2025-12-17T09:20:00Z","Not Applicable","USD","12.99","1.16","0","0","14.15","12.99","1.16","B074XTHP8J","New","2","Visa - 1234","Closed","Shipped","2025-12-18T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456792)","Clorox Disinfecting Wipes, Bleach Free, Fresh Scent, 75 Count","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001005-0000005","2025-12-16T14:00:00Z","Not Applicable","USD","89.99","8.01","0","0","98.00","89.99","8.01","B09JQMJHXY","New","1","Visa - 1234","Closed","Shipped","2025-12-17T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456793)","Ninja AF101 Air Fryer, 4 Quart Capacity, Black/Grey","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001006-0000006","2025-12-15T11:30:00Z","Not Applicable","USD","24.95","2.22","0","0","27.17","24.95","2.22","B08CXVXVKQ","New","1","Visa - 1234","Closed","Shipped","2025-12-16T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456794)","Stanley Classic Vacuum Insulated Wide Mouth Bottle 1.5qt - Hammertone Green","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001007-0000007","2025-12-14T08:45:00Z","Not Applicable","USD","7.99","0.71","0","0","8.70","7.99","0.71","B00M4FDHI4","New","3","Visa - 1234","Closed","Shipped","2025-12-15T07:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456795)","Scotch-Brite Non-Scratch Scrub Sponges, 6 Count","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001008-0000008","2025-12-13T17:20:00Z","Not Applicable","USD","34.99","3.11","0","0","38.10","34.99","3.11","B07VGRJDFY","New","1","Visa - 1234","Closed","Shipped","2025-12-14T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456796)","Echo Dot (5th Gen) Smart Speaker with Alexa - Charcoal","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001009-0000009","2025-12-12T12:10:00Z","Not Applicable","USD","18.49","1.65","0","0","20.14","18.49","1.65","B01DAWVQ22","New","1","Visa - 1234","Closed","Shipped","2025-12-13T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456797)","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones - James Clear","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001010-0000010","2025-12-11T09:30:00Z","Not Applicable","USD","199.99","17.80","0","0","217.79","199.99","17.80","B09B8DQ26F","New","1","Visa - 1234","Closed","Shipped","2025-12-12T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456798)","Sony WH-1000XM5 Wireless Noise Canceling Headphones - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001011-0000011","2025-12-10T15:45:00Z","Not Applicable","USD","9.99","0.89","0","0","10.88","9.99","0.89","B08TQPZP9P","New","1","Visa - 1234","Closed","Shipped","2025-12-11T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456799)","USB C to USB C Cable 6ft, Anker Type C Charger Cable Fast Charging","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001012-0000012","2025-12-09T11:00:00Z","Not Applicable","USD","42.00","3.74","0","0","45.74","42.00","3.74","B07Q3TY9Y5","New","1","Visa - 1234","Closed","Shipped","2025-12-10T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456800)","LEGO Star Wars Millennium Falcon Building Set 75375","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001013-0000013","2025-12-08T14:30:00Z","Not Applicable","USD","16.99","1.51","0","0","18.50","16.99","1.51","B07B4F2MM3","New","1","Visa - 1234","Closed","Shipped","2025-12-09T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456801)","The Psychology of Money: Timeless Lessons on Wealth - Morgan Housel","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001014-0000014","2025-12-07T10:15:00Z","Not Applicable","USD","59.99","5.34","0","0","65.33","59.99","5.34","B07WK1V4D4","New","1","Visa - 1234","Closed","Shipped","2025-12-08T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456802)","iRobot Roomba Combo Essential Robot Vacuum and Mop","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001015-0000015","2025-12-06T16:45:00Z","Not Applicable","USD","22.99","2.05","0","0","25.04","22.99","2.05","B07N4CKCQM","New","1","Visa - 1234","Closed","Shipped","2025-12-07T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456803)","Instant Pot Duo 7-in-1 Electric Pressure Cooker Accessories Set","Not Available","Not Available","Not Available","Not Available"
