"Website","Order ID","Order Date","Purchase Order Number","Currency","Unit Price","Unit Price Tax","Shipping Charge","Total Discounts","Total Owed","Shipment Item Subtotal","Shipment Item Subtotal Tax","ASIN","Product Condition","Quantity","Payment Instrument Type","Order Status","Shipment Status","Ship Date","Shipping Option","Shipping Address","Billing Address","Carrier Name & Tracking Number","Product Name","Gift Message","Gift Sender Name","Gift Recipient Contact Details","Item Serial Number"
"Amazon.com","DEMO-3001001-0000001","2024-12-22T14:30:00Z","Not Applicable","USD","149.99","13.35","0","0","163.34","149.99","13.35","B0BDHWDR12","New","1","Visa - 1234","Closed","Shipped","2024-12-23T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456789)","Apple Watch SE (2nd Gen) GPS 40mm Starlight Aluminum Case","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001002-0000002","2024-12-20T10:15:00Z","Not Applicable","USD","24.99","2.22","0","0","27.21","24.99","2.22","B07XQXZXJC","New","1","Visa - 1234","Closed","Shipped","2024-12-21T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456790)","Tile Mate Bluetooth Tracker - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001003-0000003","2024-12-18T16:45:00Z","Not Applicable","USD","39.99","3.56","0","0","43.55","39.99","3.56","B08J65DST5","New","1","Visa - 1234","Closed","Shipped","2024-12-19T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456791)","Beats Flex Wireless Earphones - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001004-0000004","2024-12-15T09:20:00Z","Not Applicable","USD","89.99","8.01","0","0","98.00","89.99","8.01","B09B8XTQNV","New","1","Visa - 1234","Closed","Shipped","2024-12-16T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456792)","Ember Temperature Control Smart Mug 2, 10 oz, Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001005-0000005","2024-12-12T14:00:00Z","Not Applicable","USD","17.99","1.60","0","0","19.59","17.99","1.60","B08MQZXQPP","New","2","Visa - 1234","Closed","Shipped","2024-12-13T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456793)","CeraVe Moisturizing Cream for Dry Skin 19 oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001006-0000006","2024-12-08T11:30:00Z","Not Applicable","USD","199.99","17.80","0","0","217.79","199.99","17.80","B07FZ8S74R","New","1","Visa - 1234","Closed","Shipped","2024-12-09T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456794)","Fire HD 10 tablet, 10.1 1080p Full HD, 32 GB, Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001007-0000007","2024-12-05T08:45:00Z","Not Applicable","USD","12.99","1.16","0","0","14.15","12.99","1.16","B01LXAFQPP","New","1","Visa - 1234","Closed","Shipped","2024-12-06T07:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456795)","Gorilla Grip Original Slip Resistant Bath Mat, 21x21","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001008-0000008","2024-11-28T17:20:00Z","Not Applicable","USD","34.99","3.11","0","0","38.10","34.99","3.11","B097DPZB4L","New","1","Visa - 1234","Closed","Shipped","2024-11-29T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456796)","Ring Video Doorbell Wired - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001009-0000009","2024-11-24T12:10:00Z","Not Applicable","USD","54.99","4.89","0","0","59.88","54.99","4.89","B07GJBBGHF","New","1","Visa - 1234","Closed","Shipped","2024-11-25T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456797)","eufy Security Solo IndoorCam C24, 2K Camera","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001010-0000010","2024-11-20T09:45:00Z","Not Applicable","USD","29.99","2.67","0","0","32.66","29.99","2.67","B08N5WRW2W","New","1","Visa - 1234","Closed","Shipped","2024-11-21T08:15:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456798)","Anker USB C Charger 40W, 2-Port Foldable","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001011-0000011","2024-11-15T15:30:00Z","Not Applicable","USD","45.00","4.01","0","0","49.01","45.00","4.01","B074TDHYDS","New","1","Visa - 1234","Closed","Shipped","2024-11-16T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456799)","Cuisinart CTG-00-BG Boxed Grater","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001012-0000012","2024-11-10T11:20:00Z","Not Applicable","USD","22.99","2.05","0","0","25.04","22.99","2.05","B08JQMZHQQ","New","1","Visa - 1234","Closed","Shipped","2024-11-11T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456800)","Owala FreeSip Insulated Water Bottle 24oz - Shy Marshmallow","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001013-0000013","2024-11-05T14:00:00Z","Not Applicable","USD","64.99","5.78","0","0","70.77","64.99","5.78","B08TLBYVMP","New","1","Visa - 1234","Closed","Shipped","2024-11-06T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456801)","Lodge Cast Iron Skillet 12 Inch","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001014-0000014","2024-10-28T10:15:00Z","Not Applicable","USD","15.99","1.42","0","0","17.41","15.99","1.42","B07PBQZ1GN","New","1","Visa - 1234","Closed","Shipped","2024-10-29T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456802)","Think Fun Gravity Maze Game","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001015-0000015","2024-10-22T16:45:00Z","Not Applicable","USD","119.99","10.68","0","0","130.67","119.99","10.68","B08FC5L3RG","New","1","Visa - 1234","Closed","Shipped","2024-10-23T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456803)","Instant Pot Duo Plus 6 Quart 9-in-1","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001016-0000016","2024-10-15T09:30:00Z","Not Applicable","USD","8.99","0.80","0","0","9.79","8.99","0.80","B01M1EEPFA","New","2","Visa - 1234","Closed","Shipped","2024-10-16T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456804)","Mrs. Meyer's Clean Day Hand Soap, Lavender, 12.5 oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001017-0000017","2024-10-08T13:20:00Z","Not Applicable","USD","249.99","22.25","0","0","272.24","249.99","22.25","B09B8V1LZ3","New","1","Visa - 1234","Closed","Shipped","2024-10-09T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456805)","Sony WH-1000XM5 Wireless Noise Canceling Headphones - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001018-0000018","2024-10-02T11:00:00Z","Not Applicable","USD","42.99","3.83","0","0","46.82","42.99","3.83","B08PVBT4HX","New","1","Visa - 1234","Closed","Shipped","2024-10-03T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456806)","Philips Sonicare 4100 Power Toothbrush - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001019-0000019","2024-09-25T15:45:00Z","Not Applicable","USD","19.99","1.78","0","0","21.77","19.99","1.78","B07H3PPJZ2","New","1","Visa - 1234","Closed","Shipped","2024-09-26T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456807)","The Psychology of Money - Morgan Housel","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001020-0000020","2024-09-18T10:30:00Z","Not Applicable","USD","74.99","6.67","0","0","81.66","74.99","6.67","B09JR5GZJF","New","1","Visa - 1234","Closed","Shipped","2024-09-19T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456808)","Kindle Paperwhite (8 GB) – Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001021-0000021","2024-09-10T14:15:00Z","Not Applicable","USD","27.99","2.49","0","0","30.48","27.99","2.49","B08PF2VWWZ","New","1","Visa - 1234","Closed","Shipped","2024-09-11T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456809)","Contigo Autoseal West Loop Travel Mug 16oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001022-0000022","2024-09-02T09:00:00Z","Not Applicable","USD","35.99","3.20","0","0","39.19","35.99","3.20","B07Y2XKNT5","New","1","Visa - 1234","Closed","Shipped","2024-09-03T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456810)","COSORI Air Fryer Accessories Set","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001023-0000023","2024-08-25T16:30:00Z","Not Applicable","USD","14.99","1.33","0","0","16.32","14.99","1.33","B0182P1LNU","New","1","Visa - 1234","Closed","Shipped","2024-08-26T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456811)","Thinking, Fast and Slow - Daniel Kahneman","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001024-0000024","2024-08-18T11:45:00Z","Not Applicable","USD","179.99","16.02","0","0","196.01","179.99","16.02","B08FCT58T9","New","1","Visa - 1234","Closed","Shipped","2024-08-19T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456812)","Dyson V8 Origin+ Cordless Vacuum","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001025-0000025","2024-08-10T13:20:00Z","Not Applicable","USD","11.99","1.07","0","0","13.06","11.99","1.07","B08SQRWQ9K","New","1","Visa - 1234","Closed","Shipped","2024-08-11T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456813)","Method All-Purpose Cleaner, French Lavender, 28oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001026-0000026","2024-08-02T10:00:00Z","Not Applicable","USD","59.99","5.34","0","0","65.33","59.99","5.34","B07PXZNWQN","New","1","Visa - 1234","Closed","Shipped","2024-08-03T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456814)","eufy BoostIQ RoboVac 11S MAX","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001027-0000027","2024-07-25T15:15:00Z","Not Applicable","USD","21.99","1.96","0","0","23.95","21.99","1.96","B08KHN2BJB","New","1","Visa - 1234","Closed","Shipped","2024-07-26T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456815)","Dash Rapid Egg Cooker - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001028-0000028","2024-07-18T09:30:00Z","Not Applicable","USD","32.99","2.94","0","0","35.93","32.99","2.94","B085FXHR88","New","1","Visa - 1234","Closed","Shipped","2024-07-19T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456816)","Bose QuietComfort Earbuds Charging Case","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001029-0000029","2024-07-10T14:45:00Z","Not Applicable","USD","16.99","1.51","0","0","18.50","16.99","1.51","B08JHHNPG2","New","1","Visa - 1234","Closed","Shipped","2024-07-11T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456817)","Project Hail Mary - Andy Weir","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001030-0000030","2024-07-02T11:20:00Z","Not Applicable","USD","44.99","4.00","0","0","48.99","44.99","4.00","B07T81554B","New","1","Visa - 1234","Closed","Shipped","2024-07-03T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456818)","JBL Tune 510BT Wireless Headphones - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001031-0000031","2024-06-25T16:00:00Z","Not Applicable","USD","26.99","2.40","0","0","29.39","26.99","2.40","B08MQ1P8HQ","New","1","Visa - 1234","Closed","Shipped","2024-06-26T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456819)","OXO Good Grips 3-Piece Mixing Bowl Set","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001032-0000032","2024-06-18T10:45:00Z","Not Applicable","USD","129.99","11.57","0","0","141.56","129.99","11.57","B09XVKWK5P","New","1","Visa - 1234","Closed","Shipped","2024-06-19T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456820)","Blink Video Doorbell + Sync Module 2","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001033-0000033","2024-06-10T13:30:00Z","Not Applicable","USD","9.99","0.89","0","0","10.88","9.99","0.89","B074FZ1LJB","New","1","Visa - 1234","Closed","Shipped","2024-06-11T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456821)","AmazonBasics AA Batteries 24-Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001034-0000034","2024-06-02T09:15:00Z","Not Applicable","USD","37.99","3.38","0","0","41.37","37.99","3.38","B08WYQV6YF","New","1","Visa - 1234","Closed","Shipped","2024-06-03T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456822)","Revlon One-Step Hair Dryer Brush","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001035-0000035","2024-05-25T15:45:00Z","Not Applicable","USD","18.99","1.69","0","0","20.68","18.99","1.69","B07WKX8BVP","New","1","Visa - 1234","Closed","Shipped","2024-05-26T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456823)","Deep Work - Cal Newport","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-3001036-0000036","2024-05-18T11:00:00Z","Not Applicable","USD","49.99","4.45","0","0","54.44","49.99","4.45","B08W2BSSHV","New","1","Visa - 1234","Closed","Shipped","2024-05-19T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA323456824)","Nespresso Vertuo Coffee Capsules Variety Pack","Not Available","Not Available","Not Available","Not Available"
